,ESR1,PGR,GATA3,FOXA1,MKI67,PCNA,TOP2A,CCND1,MYC,BRCA2,GATA3,MAP3K1,PIK3CA,AKT1,MTOR,KRT8,KRT18,KRT19,EPCAM,KRT5,KRT14,EGFR,COL1A1,COL3A1,ACTA2,FAP,VIM,CD3D,CD8A,CD4,FOXP3,CD68,CD163,HIF1A,VEGFA,CA9
SPOT_14_29,10.0,12.0,36.0,6.0,18.0,2.0,7.0,12.0,5.0,4.0,23.0,3.0,19.0,9.0,3.0,35.0,7.0,67.0,2.0,0.0,0.0,1.0,6.0,2.0,8.0,6.0,2.0,7.0,0.0,4.0,1.0,8.0,11.0,5.0,8.0,3.0
SPOT_15_00,17.0,14.0,42.0,17.0,2.0,3.0,8.0,15.0,4.0,5.0,18.0,2.0,7.0,5.0,3.0,26.0,27.0,3.0,8.0,0.0,0.0,0.0,10.0,7.0,7.0,10.0,1.0,6.0,6.0,5.0,1.0,5.0,6.0,3.0,8.0,13.0
SPOT_15_01,9.0,7.0,37.0,20.0,19.0,3.0,1.0,4.0,3.0,6.0,24.0,2.0,2.0,15.0,12.0,30.0,18.0,23.0,7.0,1.0,0.0,0.0,6.0,12.0,18.0,4.0,8.0,9.0,1.0,7.0,2.0,5.0,8.0,18.0,18.0,4.0
SPOT_15_02,15.0,6.0,92.0,20.0,8.0,41.0,10.0,49.0,11.0,33.0,171.0,9.0,34.0,27.0,22.0,43.0,17.0,102.0,31.0,5.0,7.0,6.0,629.0,138.0,278.0,284.0,390.0,12.0,10.0,11.0,8.0,17.0,17.0,47.0,109.0,22.0
SPOT_15_03,6.0,8.0,94.0,36.0,137.0,6.0,26.0,16.0,26.0,12.0,41.0,9.0,33.0,36.0,24.0,27.0,60.0,48.0,131.0,3.0,4.0,12.0,14.0,136.0,96.0,46.0,31.0,187.0,295.0,25.0,368.0,105.0,194.0,47.0,29.0,11.0
SPOT_15_04,13.0,6.0,46.0,80.0,33.0,22.0,46.0,73.0,32.0,8.0,72.0,24.0,45.0,40.0,32.0,16.0,272.0,117.0,32.0,4.0,4.0,23.0,146.0,19.0,19.0,59.0,50.0,67.0,120.0,442.0,370.0,349.0,249.0,19.0,18.0,24.0
SPOT_15_05,23.0,5.0,128.0,53.0,19.0,62.0,24.0,68.0,29.0,27.0,68.0,19.0,45.0,50.0,64.0,11.0,46.0,61.0,69.0,2.0,2.0,3.0,78.0,28.0,7.0,26.0,88.0,143.0,387.0,126.0,253.0,338.0,136.0,59.0,35.0,160.0
SPOT_15_06,136.0,134.0,220.0,53.0,100.0,58.0,71.0,90.0,48.0,42.0,237.0,67.0,38.0,104.0,39.0,213.0,203.0,256.0,224.0,8.0,7.0,12.0,84.0,178.0,57.0,163.0,130.0,109.0,21.0,81.0,16.0,84.0,20.0,34.0,92.0,115.0
SPOT_15_07,32.0,114.0,209.0,131.0,203.0,25.0,41.0,199.0,53.0,30.0,136.0,54.0,96.0,57.0,52.0,139.0,111.0,85.0,120.0,9.0,4.0,13.0,97.0,138.0,74.0,132.0,371.0,103.0,88.0,32.0,25.0,33.0,49.0,30.0,135.0,31.0
SPOT_15_08,128.0,137.0,212.0,40.0,37.0,27.0,25.0,29.0,49.0,37.0,153.0,42.0,175.0,96.0,34.0,112.0,120.0,310.0,420.0,8.0,12.0,27.0,147.0,248.0,69.0,372.0,69.0,367.0,15.0,41.0,23.0,41.0,53.0,86.0,77.0,124.0
SPOT_15_09,99.0,70.0,159.0,32.0,160.0,26.0,46.0,56.0,26.0,69.0,216.0,86.0,32.0,85.0,53.0,328.0,161.0,76.0,216.0,13.0,7.0,21.0,97.0,158.0,142.0,288.0,84.0,82.0,48.0,80.0,36.0,106.0,49.0,77.0,112.0,45.0
SPOT_15_10,358.0,172.0,166.0,115.0,244.0,390.0,183.0,508.0,416.0,49.0,121.0,39.0,29.0,77.0,23.0,354.0,57.0,219.0,47.0,20.0,25.0,19.0,127.0,239.0,37.0,110.0,38.0,238.0,13.0,56.0,15.0,34.0,82.0,122.0,170.0,45.0
SPOT_15_11,403.0,263.0,592.0,227.0,27.0,203.0,117.0,122.0,57.0,22.0,409.0,60.0,86.0,108.0,69.0,403.0,411.0,206.0,187.0,47.0,8.0,50.0,200.0,145.0,124.0,105.0,63.0,122.0,28.0,69.0,38.0,24.0,102.0,239.0,50.0,154.0
SPOT_15_12,318.0,218.0,391.0,990.0,210.0,102.0,77.0,77.0,102.0,30.0,524.0,16.0,160.0,33.0,38.0,266.0,495.0,396.0,1624.0,8.0,7.0,6.0,62.0,56.0,75.0,44.0,69.0,58.0,26.0,41.0,88.0,66.0,67.0,111.0,28.0,169.0
SPOT_15_13,576.0,252.0,250.0,274.0,103.0,85.0,30.0,114.0,78.0,31.0,567.0,82.0,155.0,82.0,108.0,513.0,720.0,1091.0,260.0,18.0,7.0,19.0,77.0,95.0,197.0,109.0,52.0,60.0,33.0,32.0,15.0,71.0,31.0,72.0,98.0,13.0
SPOT_15_14,326.0,259.0,92.0,27.0,220.0,226.0,297.0,351.0,147.0,111.0,171.0,45.0,76.0,188.0,66.0,163.0,209.0,125.0,85.0,8.0,7.0,12.0,109.0,191.0,54.0,107.0,48.0,121.0,26.0,37.0,59.0,70.0,89.0,62.0,59.0,111.0
SPOT_15_15,679.0,79.0,179.0,271.0,689.0,128.0,86.0,226.0,151.0,54.0,229.0,27.0,262.0,30.0,58.0,400.0,408.0,213.0,68.0,13.0,13.0,16.0,104.0,15.0,66.0,16.0,57.0,34.0,80.0,34.0,11.0,74.0,48.0,93.0,78.0,138.0
SPOT_15_16,455.0,340.0,560.0,266.0,213.0,22.0,20.0,106.0,22.0,40.0,463.0,31.0,265.0,92.0,110.0,1455.0,2597.0,158.0,490.0,9.0,8.0,13.0,152.0,139.0,97.0,35.0,58.0,85.0,29.0,67.0,13.0,25.0,74.0,79.0,54.0,63.0
SPOT_15_17,439.0,305.0,643.0,378.0,52.0,19.0,79.0,90.0,67.0,22.0,645.0,48.0,46.0,42.0,40.0,677.0,856.0,918.0,292.0,12.0,6.0,5.0,171.0,84.0,40.0,161.0,81.0,40.0,63.0,21.0,33.0,62.0,22.0,159.0,90.0,67.0
SPOT_15_18,681.0,1042.0,1504.0,386.0,132.0,68.0,41.0,110.0,43.0,33.0,460.0,83.0,203.0,14.0,95.0,319.0,795.0,393.0,477.0,11.0,5.0,17.0,207.0,339.0,197.0,278.0,144.0,43.0,24.0,154.0,81.0,83.0,29.0,207.0,84.0,131.0
SPOT_15_19,445.0,592.0,296.0,134.0,995.0,110.0,301.0,167.0,234.0,45.0,184.0,29.0,165.0,108.0,68.0,141.0,193.0,64.0,210.0,13.0,1.0,28.0,364.0,38.0,58.0,84.0,101.0,47.0,36.0,117.0,32.0,61.0,114.0,56.0,195.0,54.0
SPOT_15_20,440.0,591.0,153.0,54.0,85.0,226.0,272.0,938.0,535.0,36.0,239.0,58.0,50.0,39.0,84.0,185.0,237.0,108.0,77.0,6.0,9.0,15.0,128.0,117.0,53.0,91.0,283.0,39.0,67.0,25.0,31.0,53.0,29.0,64.0,86.0,158.0
SPOT_15_21,84.0,267.0,143.0,64.0,95.0,118.0,37.0,214.0,24.0,27.0,229.0,44.0,37.0,58.0,63.0,298.0,181.0,83.0,137.0,11.0,7.0,29.0,79.0,110.0,137.0,65.0,150.0,130.0,41.0,105.0,16.0,57.0,59.0,90.0,49.0,91.0
SPOT_15_22,171.0,109.0,128.0,140.0,71.0,31.0,99.0,81.0,152.0,32.0,139.0,20.0,63.0,157.0,21.0,121.0,134.0,152.0,72.0,8.0,4.0,34.0,182.0,109.0,318.0,159.0,286.0,120.0,32.0,61.0,44.0,79.0,91.0,56.0,148.0,83.0
SPOT_15_23,110.0,226.0,157.0,65.0,44.0,77.0,27.0,97.0,104.0,58.0,125.0,28.0,134.0,67.0,31.0,73.0,123.0,125.0,130.0,7.0,8.0,11.0,176.0,56.0,280.0,107.0,192.0,80.0,166.0,93.0,28.0,70.0,25.0,64.0,51.0,86.0
SPOT_15_24,146.0,27.0,180.0,107.0,61.0,67.0,16.0,174.0,22.0,36.0,103.0,38.0,52.0,210.0,23.0,227.0,98.0,424.0,62.0,17.0,5.0,8.0,128.0,60.0,282.0,49.0,566.0,215.0,32.0,97.0,18.0,28.0,102.0,60.0,66.0,86.0
SPOT_15_25,24.0,15.0,55.0,32.0,41.0,27.0,8.0,20.0,23.0,9.0,77.0,23.0,93.0,2.0,13.0,17.0,7.0,80.0,159.0,5.0,3.0,5.0,804.0,179.0,1075.0,81.0,221.0,20.0,16.0,11.0,13.0,23.0,96.0,53.0,20.0,35.0
SPOT_15_26,8.0,12.0,61.0,74.0,36.0,283.0,30.0,55.0,5.0,10.0,95.0,15.0,20.0,33.0,61.0,36.0,41.0,41.0,80.0,5.0,2.0,3.0,32.0,62.0,19.0,27.0,38.0,329.0,448.0,62.0,195.0,193.0,232.0,36.0,53.0,18.0
SPOT_15_27,11.0,7.0,72.0,210.0,42.0,38.0,26.0,61.0,23.0,36.0,242.0,17.0,32.0,48.0,13.0,27.0,52.0,53.0,39.0,4.0,5.0,8.0,81.0,30.0,113.0,29.0,31.0,193.0,368.0,102.0,101.0,435.0,393.0,42.0,33.0,9.0
SPOT_15_28,10.0,14.0,86.0,29.0,10.0,28.0,16.0,66.0,39.0,13.0,84.0,19.0,24.0,16.0,7.0,34.0,10.0,72.0,34.0,3.0,2.0,4.0,1924.0,799.0,288.0,183.0,190.0,6.0,13.0,67.0,3.0,25.0,9.0,38.0,43.0,37.0
SPOT_15_29,7.0,17.0,5.0,7.0,8.0,9.0,3.0,8.0,6.0,12.0,26.0,1.0,5.0,5.0,13.0,13.0,20.0,13.0,19.0,0.0,0.0,1.0,12.0,2.0,38.0,3.0,3.0,2.0,6.0,1.0,0.0,5.0,4.0,12.0,3.0,6.0
SPOT_16_00,12.0,5.0,19.0,14.0,18.0,3.0,2.0,9.0,2.0,2.0,41.0,15.0,3.0,2.0,5.0,31.0,11.0,13.0,14.0,0.0,0.0,3.0,5.0,9.0,9.0,6.0,4.0,4.0,1.0,3.0,5.0,8.0,1.0,1.0,25.0,6.0
SPOT_16_01,20.0,4.0,15.0,8.0,3.0,1.0,4.0,7.0,3.0,10.0,15.0,22.0,35.0,23.0,8.0,37.0,20.0,24.0,16.0,1.0,0.0,2.0,12.0,8.0,5.0,12.0,13.0,7.0,3.0,1.0,1.0,3.0,2.0,13.0,18.0,5.0
SPOT_16_02,13.0,19.0,36.0,34.0,63.0,8.0,60.0,13.0,18.0,7.0,95.0,27.0,30.0,35.0,39.0,36.0,11.0,43.0,25.0,3.0,1.0,7.0,681.0,596.0,282.0,428.0,396.0,37.0,7.0,22.0,4.0,12.0,10.0,18.0,86.0,45.0
SPOT_16_03,11.0,10.0,56.0,16.0,23.0,20.0,40.0,70.0,68.0,45.0,115.0,22.0,25.0,69.0,14.0,15.0,133.0,72.0,86.0,3.0,2.0,3.0,116.0,21.0,29.0,25.0,32.0,87.0,509.0,162.0,329.0,238.0,360.0,18.0,55.0,10.0
SPOT_16_04,25.0,19.0,82.0,36.0,25.0,85.0,13.0,47.0,10.0,15.0,121.0,33.0,27.0,13.0,15.0,27.0,108.0,90.0,78.0,14.0,2.0,11.0,59.0,42.0,20.0,30.0,120.0,288.0,148.0,104.0,268.0,335.0,137.0,79.0,11.0,12.0
SPOT_16_05,6.0,16.0,78.0,10.0,22.0,20.0,64.0,18.0,33.0,18.0,47.0,33.0,40.0,38.0,17.0,15.0,81.0,181.0,43.0,3.0,1.0,6.0,42.0,115.0,69.0,32.0,24.0,83.0,346.0,165.0,73.0,132.0,380.0,34.0,33.0,28.0
SPOT_16_06,106.0,157.0,128.0,54.0,126.0,140.0,31.0,214.0,119.0,86.0,119.0,62.0,30.0,184.0,114.0,473.0,86.0,228.0,63.0,8.0,7.0,54.0,40.0,118.0,98.0,48.0,191.0,177.0,180.0,30.0,15.0,28.0,52.0,87.0,153.0,95.0
SPOT_16_07,106.0,71.0,133.0,49.0,87.0,64.0,44.0,196.0,13.0,87.0,169.0,39.0,68.0,38.0,127.0,399.0,145.0,119.0,199.0,15.0,10.0,11.0,85.0,79.0,413.0,114.0,186.0,82.0,63.0,68.0,21.0,109.0,61.0,34.0,73.0,20.0
SPOT_16_08,90.0,94.0,513.0,144.0,21.0,56.0,25.0,41.0,36.0,65.0,211.0,57.0,28.0,37.0,29.0,255.0,214.0,109.0,95.0,11.0,4.0,5.0,99.0,44.0,59.0,87.0,205.0,206.0,54.0,148.0,15.0,26.0,49.0,162.0,307.0,55.0
SPOT_16_09,82.0,97.0,157.0,176.0,111.0,130.0,56.0,94.0,18.0,73.0,196.0,30.0,207.0,105.0,63.0,94.0,54.0,110.0,542.0,4.0,8.0,7.0,40.0,374.0,531.0,163.0,743.0,59.0,164.0,119.0,17.0,31.0,60.0,101.0,110.0,53.0
SPOT_16_10,377.0,495.0,182.0,69.0,82.0,281.0,561.0,242.0,129.0,38.0,97.0,57.0,68.0,149.0,151.0,248.0,369.0,132.0,263.0,9.0,8.0,16.0,72.0,86.0,99.0,150.0,45.0,17.0,33.0,64.0,35.0,66.0,36.0,75.0,134.0,70.0
SPOT_16_11,414.0,529.0,134.0,309.0,421.0,259.0,281.0,998.0,355.0,81.0,133.0,148.0,103.0,117.0,86.0,655.0,117.0,223.0,91.0,13.0,6.0,39.0,49.0,205.0,116.0,56.0,35.0,33.0,16.0,43.0,25.0,61.0,73.0,65.0,81.0,64.0
SPOT_16_12,155.0,1159.0,1216.0,267.0,30.0,79.0,11.0,82.0,89.0,24.0,707.0,247.0,76.0,33.0,366.0,1220.0,1066.0,550.0,325.0,8.0,4.0,11.0,130.0,62.0,104.0,140.0,90.0,50.0,51.0,47.0,46.0,37.0,43.0,68.0,69.0,148.0
SPOT_16_13,573.0,375.0,458.0,191.0,305.0,39.0,60.0,145.0,347.0,23.0,367.0,16.0,136.0,132.0,61.0,698.0,706.0,616.0,548.0,19.0,5.0,9.0,45.0,157.0,181.0,32.0,81.0,69.0,47.0,54.0,21.0,51.0,54.0,18.0,53.0,89.0
SPOT_16_14,386.0,286.0,627.0,136.0,324.0,167.0,139.0,206.0,147.0,27.0,325.0,65.0,230.0,113.0,95.0,186.0,359.0,85.0,163.0,18.0,6.0,17.0,77.0,105.0,107.0,114.0,40.0,66.0,43.0,30.0,48.0,70.0,107.0,38.0,81.0,218.0
SPOT_16_15,870.0,488.0,730.0,267.0,35.0,24.0,14.0,136.0,165.0,37.0,557.0,31.0,101.0,94.0,34.0,478.0,245.0,231.0,672.0,16.0,25.0,11.0,49.0,106.0,133.0,40.0,100.0,40.0,158.0,30.0,16.0,153.0,63.0,111.0,43.0,124.0
SPOT_16_16,391.0,335.0,514.0,45.0,27.0,64.0,21.0,113.0,57.0,54.0,963.0,22.0,201.0,62.0,36.0,1863.0,520.0,262.0,146.0,14.0,6.0,12.0,86.0,80.0,75.0,110.0,111.0,29.0,9.0,88.0,80.0,69.0,26.0,154.0,100.0,12.0
SPOT_16_17,309.0,861.0,772.0,240.0,80.0,42.0,44.0,45.0,110.0,45.0,1153.0,89.0,47.0,125.0,122.0,2413.0,868.0,448.0,354.0,6.0,7.0,22.0,237.0,191.0,107.0,25.0,71.0,13.0,17.0,22.0,44.0,70.0,37.0,22.0,89.0,37.0
SPOT_16_18,268.0,101.0,108.0,92.0,182.0,180.0,652.0,111.0,342.0,145.0,113.0,38.0,198.0,123.0,116.0,140.0,78.0,154.0,194.0,9.0,21.0,12.0,83.0,64.0,61.0,61.0,243.0,80.0,28.0,49.0,129.0,61.0,30.0,164.0,90.0,218.0
SPOT_16_19,2385.0,649.0,1002.0,160.0,47.0,102.0,31.0,62.0,62.0,29.0,622.0,27.0,106.0,78.0,49.0,1344.0,440.0,736.0,861.0,11.0,8.0,21.0,73.0,246.0,81.0,113.0,37.0,42.0,67.0,11.0,27.0,34.0,41.0,57.0,141.0,20.0
SPOT_16_20,205.0,151.0,365.0,179.0,234.0,30.0,65.0,84.0,101.0,7.0,563.0,36.0,75.0,92.0,27.0,649.0,331.0,132.0,614.0,6.0,9.0,10.0,232.0,79.0,44.0,128.0,47.0,23.0,70.0,39.0,46.0,168.0,57.0,134.0,252.0,37.0
SPOT_16_21,113.0,66.0,78.0,241.0,66.0,44.0,17.0,35.0,73.0,46.0,110.0,55.0,38.0,688.0,73.0,222.0,191.0,203.0,130.0,14.0,8.0,8.0,159.0,62.0,43.0,100.0,318.0,111.0,52.0,77.0,29.0,22.0,20.0,80.0,125.0,75.0
SPOT_16_22,125.0,228.0,331.0,66.0,308.0,67.0,55.0,56.0,129.0,57.0,473.0,26.0,117.0,80.0,97.0,137.0,168.0,98.0,281.0,4.0,4.0,10.0,188.0,155.0,75.0,48.0,349.0,54.0,25.0,42.0,8.0,183.0,115.0,138.0,198.0,39.0
SPOT_16_23,135.0,164.0,72.0,81.0,81.0,30.0,30.0,163.0,29.0,40.0,155.0,41.0,202.0,118.0,29.0,77.0,160.0,65.0,135.0,6.0,5.0,8.0,120.0,63.0,221.0,163.0,170.0,80.0,46.0,75.0,82.0,91.0,53.0,61.0,78.0,75.0
SPOT_16_24,217.0,202.0,320.0,55.0,46.0,30.0,39.0,42.0,40.0,50.0,329.0,31.0,142.0,80.0,44.0,145.0,159.0,77.0,224.0,12.0,7.0,4.0,124.0,57.0,69.0,45.0,144.0,212.0,100.0,70.0,28.0,25.0,32.0,63.0,121.0,158.0
SPOT_16_25,8.0,10.0,114.0,14.0,52.0,37.0,45.0,48.0,14.0,24.0,75.0,9.0,69.0,45.0,30.0,22.0,18.0,23.0,63.0,1.0,2.0,5.0,542.0,703.0,231.0,487.0,490.0,14.0,19.0,19.0,7.0,5.0,10.0,28.0,18.0,23.0
SPOT_16_26,6.0,2.0,131.0,58.0,19.0,36.0,36.0,46.0,42.0,26.0,49.0,20.0,89.0,38.0,17.0,10.0,86.0,50.0,44.0,2.0,4.0,15.0,24.0,26.0,54.0,43.0,45.0,142.0,121.0,118.0,73.0,113.0,482.0,54.0,41.0,32.0
SPOT_16_27,27.0,14.0,65.0,18.0,79.0,33.0,11.0,32.0,25.0,32.0,138.0,11.0,29.0,29.0,64.0,19.0,27.0,33.0,58.0,4.0,2.0,5.0,725.0,368.0,70.0,733.0,826.0,25.0,10.0,8.0,8.0,7.0,19.0,32.0,29.0,94.0
SPOT_16_28,15.0,19.0,110.0,61.0,11.0,19.0,24.0,143.0,58.0,22.0,58.0,7.0,88.0,21.0,14.0,19.0,29.0,53.0,82.0,3.0,2.0,3.0,326.0,282.0,551.0,148.0,274.0,11.0,29.0,18.0,6.0,76.0,16.0,99.0,39.0,7.0
SPOT_16_29,19.0,17.0,14.0,9.0,5.0,6.0,7.0,10.0,4.0,4.0,13.0,7.0,15.0,18.0,1.0,3.0,15.0,22.0,17.0,0.0,0.0,0.0,6.0,27.0,6.0,38.0,9.0,9.0,3.0,3.0,2.0,7.0,2.0,25.0,23.0,1.0
SPOT_17_00,30.0,3.0,16.0,6.0,10.0,2.0,3.0,8.0,12.0,2.0,23.0,6.0,13.0,7.0,5.0,16.0,20.0,5.0,5.0,0.0,1.0,0.0,17.0,4.0,8.0,7.0,17.0,8.0,3.0,1.0,6.0,10.0,7.0,9.0,16.0,23.0
SPOT_17_01,9.0,5.0,13.0,5.0,3.0,3.0,9.0,5.0,6.0,12.0,7.0,4.0,4.0,11.0,5.0,20.0,16.0,17.0,12.0,1.0,0.0,0.0,25.0,4.0,9.0,1.0,6.0,4.0,6.0,0.0,4.0,6.0,20.0,17.0,8.0,7.0
SPOT_17_02,26.0,32.0,107.0,79.0,13.0,25.0,35.0,11.0,26.0,25.0,90.0,16.0,18.0,53.0,13.0,14.0,14.0,51.0,44.0,3.0,3.0,1.0,371.0,526.0,548.0,325.0,286.0,34.0,15.0,20.0,7.0,19.0,18.0,9.0,44.0,27.0
SPOT_17_03,6.0,1.0,100.0,9.0,50.0,32.0,20.0,50.0,19.0,54.0,121.0,27.0,38.0,16.0,31.0,10.0,104.0,28.0,263.0,3.0,2.0,6.0,40.0,27.0,33.0,50.0,26.0,150.0,163.0,66.0,220.0,182.0,231.0,43.0,107.0,140.0
SPOT_17_04,7.0,14.0,173.0,67.0,19.0,12.0,8.0,46.0,16.0,64.0,93.0,26.0,122.0,131.0,25.0,18.0,70.0,40.0,94.0,13.0,3.0,6.0,261.0,42.0,10.0,11.0,62.0,81.0,133.0,388.0,73.0,325.0,530.0,26.0,67.0,104.0
SPOT_17_05,12.0,18.0,123.0,45.0,66.0,19.0,17.0,83.0,30.0,10.0,89.0,12.0,15.0,57.0,23.0,12.0,23.0,39.0,82.0,6.0,1.0,3.0,291.0,254.0,186.0,443.0,113.0,10.0,4.0,29.0,6.0,24.0,28.0,19.0,59.0,47.0
SPOT_17_06,94.0,284.0,208.0,176.0,10.0,92.0,35.0,109.0,49.0,135.0,427.0,30.0,49.0,37.0,39.0,219.0,128.0,184.0,310.0,34.0,3.0,22.0,40.0,52.0,381.0,54.0,106.0,84.0,77.0,71.0,48.0,32.0,139.0,66.0,33.0,45.0
SPOT_17_07,159.0,182.0,361.0,20.0,52.0,37.0,49.0,37.0,19.0,42.0,170.0,106.0,46.0,84.0,37.0,307.0,72.0,56.0,110.0,5.0,8.0,19.0,127.0,77.0,100.0,197.0,144.0,60.0,64.0,88.0,22.0,99.0,8.0,96.0,194.0,108.0
SPOT_17_08,99.0,105.0,75.0,203.0,132.0,41.0,32.0,121.0,59.0,26.0,365.0,41.0,201.0,50.0,63.0,157.0,262.0,142.0,130.0,12.0,10.0,19.0,91.0,182.0,179.0,175.0,462.0,110.0,142.0,124.0,7.0,51.0,47.0,38.0,32.0,33.0
SPOT_17_09,60.0,207.0,249.0,29.0,54.0,12.0,58.0,54.0,60.0,32.0,40.0,49.0,146.0,172.0,155.0,196.0,82.0,177.0,156.0,13.0,4.0,14.0,103.0,80.0,262.0,80.0,145.0,89.0,70.0,43.0,40.0,29.0,39.0,67.0,176.0,84.0
SPOT_17_10,174.0,319.0,202.0,237.0,349.0,293.0,356.0,209.0,312.0,229.0,98.0,87.0,95.0,173.0,146.0,181.0,241.0,97.0,150.0,17.0,3.0,18.0,118.0,98.0,115.0,43.0,60.0,56.0,26.0,36.0,23.0,60.0,38.0,218.0,175.0,81.0
SPOT_17_11,455.0,1294.0,1105.0,167.0,68.0,48.0,21.0,70.0,80.0,27.0,440.0,137.0,93.0,82.0,100.0,862.0,1192.0,778.0,1383.0,7.0,11.0,24.0,123.0,68.0,226.0,62.0,36.0,38.0,12.0,19.0,25.0,95.0,137.0,84.0,189.0,100.0
SPOT_17_12,267.0,557.0,625.0,268.0,60.0,86.0,96.0,33.0,42.0,14.0,1107.0,30.0,32.0,103.0,38.0,404.0,373.0,218.0,267.0,7.0,7.0,13.0,72.0,139.0,107.0,21.0,82.0,16.0,34.0,48.0,128.0,39.0,51.0,114.0,93.0,199.0
SPOT_17_13,361.0,613.0,280.0,299.0,68.0,14.0,60.0,66.0,124.0,16.0,378.0,20.0,97.0,111.0,104.0,1896.0,500.0,791.0,775.0,8.0,5.0,24.0,251.0,90.0,21.0,115.0,82.0,22.0,34.0,26.0,6.0,33.0,22.0,69.0,109.0,27.0
SPOT_17_14,514.0,227.0,546.0,312.0,172.0,34.0,22.0,68.0,61.0,16.0,539.0,31.0,66.0,37.0,153.0,560.0,656.0,815.0,489.0,18.0,2.0,25.0,102.0,72.0,92.0,118.0,347.0,23.0,116.0,85.0,119.0,89.0,129.0,166.0,191.0,21.0
SPOT_17_15,410.0,445.0,176.0,54.0,470.0,158.0,177.0,532.0,372.0,78.0,166.0,23.0,70.0,58.0,93.0,483.0,122.0,315.0,129.0,15.0,11.0,41.0,40.0,52.0,48.0,96.0,35.0,93.0,27.0,125.0,18.0,36.0,48.0,81.0,104.0,67.0
SPOT_17_16,1055.0,891.0,385.0,171.0,127.0,96.0,16.0,127.0,95.0,27.0,363.0,40.0,204.0,99.0,92.0,504.0,1939.0,804.0,848.0,7.0,4.0,8.0,92.0,101.0,78.0,31.0,139.0,86.0,228.0,25.0,26.0,43.0,46.0,191.0,70.0,179.0
SPOT_17_17,287.0,112.0,138.0,90.0,221.0,200.0,299.0,266.0,269.0,49.0,200.0,70.0,90.0,94.0,24.0,209.0,387.0,164.0,224.0,8.0,4.0,11.0,105.0,208.0,31.0,98.0,60.0,32.0,72.0,155.0,25.0,19.0,48.0,36.0,139.0,184.0
SPOT_17_18,161.0,924.0,233.0,89.0,297.0,643.0,56.0,424.0,248.0,76.0,385.0,67.0,170.0,93.0,103.0,485.0,57.0,82.0,330.0,4.0,11.0,28.0,231.0,76.0,345.0,114.0,81.0,98.0,35.0,23.0,35.0,76.0,26.0,33.0,153.0,15.0
SPOT_17_19,254.0,136.0,107.0,43.0,129.0,205.0,162.0,390.0,547.0,84.0,271.0,34.0,114.0,57.0,101.0,264.0,308.0,189.0,160.0,6.0,4.0,11.0,56.0,62.0,121.0,37.0,71.0,33.0,78.0,52.0,68.0,91.0,78.0,102.0,47.0,43.0
SPOT_17_20,203.0,563.0,808.0,154.0,197.0,53.0,15.0,111.0,99.0,26.0,365.0,246.0,52.0,48.0,44.0,686.0,1558.0,649.0,789.0,11.0,7.0,8.0,62.0,105.0,50.0,36.0,67.0,36.0,53.0,89.0,15.0,116.0,92.0,47.0,102.0,42.0
SPOT_17_21,106.0,131.0,323.0,154.0,96.0,47.0,64.0,144.0,22.0,60.0,147.0,44.0,46.0,119.0,13.0,326.0,278.0,48.0,174.0,4.0,3.0,12.0,267.0,115.0,70.0,95.0,231.0,309.0,22.0,61.0,15.0,86.0,26.0,60.0,80.0,57.0
SPOT_17_22,150.0,110.0,118.0,72.0,47.0,262.0,50.0,235.0,77.0,53.0,164.0,91.0,74.0,253.0,69.0,320.0,112.0,114.0,146.0,4.0,9.0,13.0,185.0,44.0,80.0,129.0,939.0,214.0,60.0,17.0,35.0,114.0,43.0,59.0,72.0,91.0
SPOT_17_23,110.0,97.0,196.0,184.0,29.0,59.0,36.0,100.0,51.0,98.0,106.0,80.0,99.0,149.0,80.0,144.0,179.0,73.0,142.0,3.0,7.0,27.0,97.0,68.0,415.0,384.0,89.0,60.0,138.0,30.0,12.0,45.0,62.0,26.0,111.0,35.0
SPOT_17_24,159.0,82.0,161.0,75.0,21.0,42.0,52.0,143.0,36.0,21.0,118.0,25.0,75.0,129.0,100.0,278.0,306.0,172.0,175.0,6.0,3.0,10.0,508.0,87.0,129.0,117.0,335.0,54.0,134.0,194.0,124.0,61.0,12.0,75.0,76.0,39.0
SPOT_17_25,31.0,27.0,63.0,23.0,118.0,25.0,79.0,68.0,6.0,17.0,42.0,16.0,39.0,17.0,19.0,12.0,16.0,26.0,56.0,3.0,1.0,3.0,563.0,396.0,379.0,237.0,728.0,34.0,23.0,26.0,6.0,40.0,20.0,25.0,27.0,13.0
SPOT_17_26,30.0,27.0,57.0,8.0,6.0,26.0,59.0,36.0,60.0,21.0,30.0,11.0,42.0,35.0,10.0,14.0,24.0,60.0,60.0,3.0,4.0,4.0,940.0,370.0,120.0,301.0,322.0,21.0,14.0,13.0,15.0,32.0,9.0,28.0,10.0,27.0
SPOT_17_27,15.0,51.0,32.0,49.0,11.0,68.0,8.0,16.0,14.0,13.0,27.0,16.0,26.0,47.0,46.0,19.0,19.0,124.0,69.0,1.0,3.0,6.0,769.0,276.0,437.0,476.0,231.0,39.0,5.0,4.0,9.0,7.0,16.0,33.0,142.0,45.0
SPOT_17_28,11.0,16.0,83.0,19.0,52.0,18.0,7.0,14.0,53.0,31.0,121.0,27.0,72.0,32.0,7.0,31.0,33.0,46.0,54.0,5.0,1.0,9.0,448.0,228.0,210.0,929.0,506.0,6.0,4.0,10.0,21.0,4.0,15.0,42.0,24.0,8.0
